2025-11-30 08:01:02 [INFO] SettingsManager für like_overlay/settings.json initialisiert: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\like_overlay\settings.json
2025-11-30 08:01:02 [INFO] SettingsManager für subathon_overlay/settings.json initialisiert: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\subathon_overlay\settings.json
2025-11-30 08:01:02 [INFO] Pygame Mixer erfolgreich initialisiert.
2025-11-30 08:01:02 [INFO] SettingsManager für commands_overlay/commands.json initialisiert: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\commands_overlay\commands.json
2025-11-30 08:01:02 [INFO] SettingsManager für commands_overlay/active.json initialisiert: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\commands_overlay\active.json
2025-11-30 08:01:02 [INFO] SettingsManager für commands_overlay/settings.json initialisiert: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\commands_overlay\settings.json
2025-11-30 08:01:02 [INFO] Datenbank und Tabelle erfolgreich erstellt oder aktualisiert.
2025-11-30 08:01:02 [INFO] Datenbankpfad: C:\Users\rieck\Interne-Structure\Own-Projekts\StreamForge_sys\killerwuensche.db
2025-11-30 08:01:03 [INFO] Hotkey-Listener-Thread gestartet.
2025-11-30 08:01:03 [INFO] Datenbank und Tabelle erfolgreich erstellt oder aktualisiert.
2025-11-30 08:01:03 [INFO] [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-30 08:01:03 [INFO] [33mPress CTRL+C to quit[0m
2025-11-30 08:01:03 [INFO] Initialisiere TikTok API für: dbdstation
2025-11-30 08:01:03 [INFO] 🚀 API gestartet für: @dbdstation (EulerStream aktiv)
2025-11-30 08:02:57 [INFO] 127.0.0.1 - - [30/Nov/2025 08:02:57] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:02:58 [INFO] 127.0.0.1 - - [30/Nov/2025 08:02:58] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:02:59 [INFO] 127.0.0.1 - - [30/Nov/2025 08:02:59] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:00 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:00] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:01 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:01] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:02 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:02] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:03 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:03] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:03 [INFO] 💾 [TIMER] Gespeichert. Total: 26690 | User: 4
2025-11-30 08:03:04 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:04] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:05 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:05] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:06 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:06] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:07 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:07] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:08 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:08] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:09 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:09] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:10 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:10] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:11 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:11] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:12 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:12] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:13 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:13] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:14 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:14] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:15 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:15] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:16 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:16] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:16 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:16] "GET /api/v1/like_challenge HTTP/1.1" 200 -
2025-11-30 08:03:17 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:17] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:18 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:18] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:19 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:19] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:20 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:20] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:21 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:21] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:22 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:22] "GET /api/v1/timer/state HTTP/1.1" 200 -
2025-11-30 08:03:22 [INFO] 🛑 Stoppe System...
2025-11-30 08:03:22 [INFO] 💾 [TIMER] Gespeichert. Total: 26876 | User: 4
2025-11-30 08:03:22 [ERROR] Hinweis beim Stoppen: 'TikTokLiveClient' object has no attribute 'stop'
2025-11-30 08:03:23 [INFO] 127.0.0.1 - - [30/Nov/2025 08:03:23] "GET /api/v1/timer/state HTTP/1.1" 200 -
